variable,,dummyVariable,,,typeEnd,databaseStart,,,,,variableStart,,,,,,,,typeStart,recEnd,,,,numValidCat,,catLabel,,catLabelLong,,units,,recStart,,catStartLabel,,,,,variableStartShortLabel,,,,,variableStartLabel,,,,,,,notes
LAB_GGT,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_CHOL],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,U/L,,"[9994, 9996]",,"Greater than upper analytical range (99.94), Less than limit of detection (99.95), Valid skip (99.96)",,,,,Gamma-glutamyltransferase,,,,,Gamma-glutamyltransferase (GGT) (U/L),,,,,,,
LAB_GGT,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_CHOL],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,U/L,,"[9997, 9999]",,Don't know (9997); Refusal (9998); Not stated (9999),,,,,Gamma-glutamyltransferase,,,,,Gamma-glutamyltransferase (GGT) (U/L),,,,,,,
LAB_GGT,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_CHOL],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,U/L,,else,,else,,,,,Gamma-glutamyltransferase,,,,,Gamma-glutamyltransferase (GGT) (U/L),,,,,,,
LAB_HBA1,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_HBA1],,,,,,,,cont,copy,,,,N/A,,Lab result,,Lab result,,N/A,,"[0.041, 0.130]",,Lab result ,,,,,Hemoglobin A1c level,,,,,Glycated hemoglobin A1c (HbA1c),,,,,,,
LAB_HBA1,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_HBA1],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,N/A,,"[9.994, 9.996]",,"Greater than upper analytical range (9.994), Less than limit of detection (9.995), Valid skip (9.996)",,,,,Hemoglobin A1c level,,,,,Glycated hemoglobin A1c (HbA1c),,,,,,,
LAB_HBA1,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_HBA1],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,N/A,,"[9.997, 9.999]",,Don't know (9.997); Refusal (9.998); Not stated (9.999),,,,,Hemoglobin A1c level,,,,,Glycated hemoglobin A1c (HbA1c),,,,,,,
LAB_HBA1,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_HBA1],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,N/A,,else,,else,,,,,Hemoglobin A1c level,,,,,Glycated hemoglobin A1c (HbA1c),,,,,,,
LAB_HDL,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_HDL],,,,,,,,cont,copy,,,,N/A,,Lab result,,Lab result,,mmol/L,,"[0.49, 3.74]",,Lab result ,,,,,HDL cholesterol,,,,,High-density lipoprotein cholesterol (HDL) (mmol/L),,,,,,,
LAB_HDL,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_HDL],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,mmol/L,,"[9.94, 9.96]",,"Greater than upper analytical range (9.94), Less than limit of detection (9.95), Valid skip (9.96)",,,,,HDL cholesterol,,,,,High-density lipoprotein cholesterol (HDL) (mmol/L),,,,,,,
LAB_HDL,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_HDL],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,mmol/L,,"[9.97, 9.99]",,Don't know (9.97); Refusal (9.98); Not stated (9.99),,,,,HDL cholesterol,,,,,High-density lipoprotein cholesterol (HDL) (mmol/L),,,,,,,
LAB_HDL,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[LAB_HDL],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,mmol/L,,else,,else,,,,,HDL cholesterol,,,,,High-density lipoprotein cholesterol (HDL) (mmol/L),,,,,,,
LAB_UNA,,N/A,,,cont,"cycle5, cycle6",,,,,[LAB_UNA],,,,,,,,cont,copy,,,,N/A,,Lab result,,Lab result,,mmol/L,,"[5, 380]",,Lab result ,,,,,Urinary sodium excretion,,,,,Sodium (mmol/L) - MEC urine,,,,,,,Indicator of sodium consumption
LAB_UNA,,N/A,,,cont,"cycle5, cycle6",,,,,[LAB_UNA],,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,mmol/L,,"[994, 996]",,"Greater than upper analytical range (994), Less than limit of detection (995), Valid skip (996)",,,,,Urinary sodium excretion,,,,,Sodium (mmol/L) - MEC urine,,,,,,,
LAB_UNA,,N/A,,,cont,"cycle5, cycle6",,,,,[LAB_UNA],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,mmol/L,,"[997, 999]",,Don't know (997); Refusal (998); Not stated (999),,,,,Urinary sodium excretion,,,,,Sodium (mmol/L) - MEC urine,,,,,,,
LAB_UNA,,N/A,,,cont,"cycle5, cycle6",,,,,[LAB_UNA],,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,mmol/L,,else,,else,,,,,Urinary sodium excretion,,,,,Sodium (mmol/L) - MEC urine,,,,,,,
LAFCOC16,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::LBF_SOC, cycle2:LBF_SOC, cycle3::LAFCSO01, cycle4::LAFCOC11, [LAFCOC16]",,,,,,,,cont,copy,,,,N/A,,NOC,,NOC,,N/A,,"[12, 9619]",,National Occupational Classification (NOC) 2016,,,,,Occupation classification,,,,,National Occupational Classification - Statistics (NOC-S) 2016,,,,,,,
LAFCOC16,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::LBF_SOC, cycle2:LBF_SOC, cycle3::LAFCSO01, cycle4::LAFCOC11, [LAFCOC16]",,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,N/A,,996,,Valid skip,,,,,Occupation classification,,,,,National Occupational Classification - Statistics (NOC-S) 2016,,,,,,,
LAFCOC16,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::LBF_SOC, cycle2:LBF_SOC, cycle3::LAFCSO01, cycle4::LAFCOC11, [LAFCOC16]",,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,N/A,,"[997, 999]",,Don't know (997); Refusal (998); Not stated (999),,,,,Occupation classification,,,,,National Occupational Classification - Statistics (NOC-S) 2016,,,,,,,
LAFCOC16,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::LBF_SOC, cycle2:LBF_SOC, cycle3::LAFCSO01, cycle4::LAFCOC11, [LAFCOC16]",,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,N/A,,else,,else,,,,,Occupation classification,,,,,National Occupational Classification - Statistics (NOC-S) 2016,,,,,,,
LMH_016,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::LBFDHPW, cycle2:LBFDHPW, cycle3::LFH_16, cycle4::LFH_16, [LMH_016]",,,,,,,,cont,copy,,,,N/A,,Hours,,Hours,,hours/week,,"[0.0, 128.0]",,Hours,,,,,Working hours,,,,,Number of hours worked per week,,,,,,,
LMH_016,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::LBFDHPW, cycle2:LBFDHPW, cycle3::LFH_16, cycle4::LFH_16, [LMH_016]",,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,hours/week,,999.6,,Valid skip,,,,,Working hours,,,,,Number of hours worked per week,,,,,,,
LMH_016,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::LBFDHPW, cycle2:LBFDHPW, cycle3::LFH_16, cycle4::LFH_16, [LMH_016]",,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,hours/week,,"[999.7, 999.9]",,Don't know (999.7); Refusal (999.8); Not stated (999.9),,,,,Working hours,,,,,Number of hours worked per week,,,,,,,
LMH_016,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::LBFDHPW, cycle2:LBFDHPW, cycle3::LFH_16, cycle4::LFH_16, [LMH_016]",,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,hours/week,,else,,else,,,,,Working hours,,,,,Number of hours worked per week,,,,,,,
low_drink_score,,N/A,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[CLC_SEX, ALCDWKY]",,,,,,,,N/A,Func::low_drink_score_fun,,,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,,,,Low risk drinking score ,,,,,Low risk drinking score ,,,,,,,
low_drink_score,,low_drink_score_cat4_1,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[CLC_SEX, ALCDWKY]",,,,,,,,N/A,1,,,,4,,Low risk,,Low risk,,N/A,,1,,Low risk,,,,,Low risk drinking score ,,,,,Low risk drinking score ,,,,,,,
low_drink_score,,low_drink_score_cat4_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[CLC_SEX, ALCDWKY]",,,,,,,,N/A,2,,,,4,,Marginal risk,,Marginal risk,,N/A,,2,,Marginal risk,,,,,Low risk drinking score ,,,,,Low risk drinking score ,,,,,,,
low_drink_score,,low_drink_score_cat4_3,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[CLC_SEX, ALCDWKY]",,,,,,,,N/A,3,,,,4,,Medium risk,,Medium risk,,N/A,,3,,Medium risk,,,,,Low risk drinking score ,,,,,Low risk drinking score ,,,,,,,
low_drink_score,,low_drink_score_cat4_4,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[CLC_SEX, ALCDWKY]",,,,,,,,N/A,4,,,,4,,High risk,,High risk,,N/A,,4,,High risk,,,,,Low risk drinking score ,,,,,Low risk drinking score ,,,,,,,
low_drink_score,,low_drink_score_cat4_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[CLC_SEX, ALCDWKY]",,,,,,,,N/A,NA::b,,,,4,,missing,,missing,,N/A,,N/A,,missing,,,,,Low risk drinking score ,,,,,Low risk drinking score ,,,,,,,
low_drink_score1,,N/A,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[CLC_SEX, ALCDWKY, ALC_17, ALC_11]",,,,,,,,N/A,Func::low_drink_score_fun1,,,,5,,Low risk - never drank,,Low risk - never drank,,N/A,,N/A,,N/A,,,,,Low risk drinking score - former/never categories,,,,,Low risk drinking score - former/never drinking categories,,,,,,,
low_drink_score1,,low_drink_score1_cat5_1,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[CLC_SEX, ALCDWKY, ALC_17, ALC_11]",,,,,,,,N/A,1,,,,5,,Low risk - never drank,,Low risk - never drank,,N/A,,1,,Low risk - never drank,,,,,Low risk drinking score - former/never categories,,,,,Low risk drinking score - former/never drinking categories,,,,,,,
low_drink_score1,,low_drink_score1_cat5_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[CLC_SEX, ALCDWKY, ALC_17, ALC_11]",,,,,,,,N/A,2,,,,5,,Low risk - former drinker,,Low risk - former drinker,,N/A,,2,,Low risk - former drinker,,,,,Low risk drinking score - former/never categories,,,,,Low risk drinking score - former/never drinking categories,,,,,,,
low_drink_score1,,low_drink_score1_cat5_3,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[CLC_SEX, ALCDWKY, ALC_17, ALC_11]",,,,,,,,N/A,3,,,,5,,Marginal risk,,Marginal risk,,N/A,,3,,Marginal risk,,,,,Low risk drinking score - former/never categories,,,,,Low risk drinking score - former/never drinking categories,,,,,,,
low_drink_score1,,low_drink_score1_cat5_4,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[CLC_SEX, ALCDWKY, ALC_17, ALC_11]",,,,,,,,N/A,4,,,,5,,Medium risk,,Medium risk,,N/A,,4,,Medium risk,,,,,Low risk drinking score - former/never categories,,,,,Low risk drinking score - former/never drinking categories,,,,,,,
low_drink_score1,,low_drink_score1_cat5_5,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[CLC_SEX, ALCDWKY, ALC_17, ALC_11]",,,,,,,,N/A,5,,,,5,,High risk,,High risk,,N/A,,5,,High risk,,,,,Low risk drinking score - former/never categories,,,,,Low risk drinking score - former/never drinking categories,,,,,,,
low_drink_score1,,low_drink_score1_cat5_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[CLC_SEX, ALCDWKY, ALC_17, ALC_11]",,,,,,,,N/A,NA::b,,,,5,,missing,,missing,,N/A,,N/A,,missing,,,,,Low risk drinking score - former/never categories,,,,,Low risk drinking score - former/never drinking categories,,,,,,,
married,,married_cat2_1,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[DHH_MS],,,,,,,,cat,1,,,,2,,Yes,,Yes,,N/A,,"[1, 2]",,Yes,,,,,Married or common-law,,,,,Marital status (2 groups),,,,,,,
married,,married_cat2_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[DHH_MS],,,,,,,,cat,2,,,,2,,No,,No,,N/A,,"[3, 6]",,No,,,,,Married or common-law,,,,,Marital status (2 groups),,,,,,,
married,,married_cat2_NA::a,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[DHH_MS],,,,,,,,cat,NA::a,,,,2,,not applicable,,not applicable,,N/A,,6,,Valid skip,,,,,Married or common-law,,,,,Marital status (2 groups),,,,,,,
married,,married_cat2_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[DHH_MS],,,,,,,,cat,NA::b,,,,2,,missing,,missing,,N/A,,"[7, 9]",,Don't know (7); Refusal (8); Not stated (9),,,,,Married or common-law,,,,,Marital status (2 groups),,,,,,,
married,,married_cat2_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[DHH_MS],,,,,,,,cat,NA::b,,,,2,,missing,,missing,,N/A,,else,,else,,,,,Married or common-law,,,,,Marital status (2 groups),,,,,,,
MDCD04Y,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::MDCD11Y, cycle2::MDCD11Y, [MDCD04Y]",,,,,,,,cont,copy,,,,N/A,,Number of times,,Number of times,,times/year,,"[0, 2920]",,Number of times,,,,,Milk consumption in year,,,,,Drinks or uses milk or flavoured milk - times per year - (D),,,,,,,
MDCD04Y,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::MDCD11Y, cycle2::MDCD11Y, [MDCD04Y]",,,,,,,,cont,NA::a,,,,N/A,,not applicable,,not applicable,,times/year,,9996,,Valid skip,,,,,Milk consumption in year,,,,,Drinks or uses milk or flavoured milk - times per year - (D),,,,,,,
MDCD04Y,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::MDCD11Y, cycle2::MDCD11Y, [MDCD04Y]",,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,"[9997, 9999]",,Don't know (9997); Refusal (9998); Not stated (9999),,,,,Milk consumption in year,,,,,Drinks or uses milk or flavoured milk - times per year - (D),,,,,,,
MDCD04Y,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::MDCD11Y, cycle2::MDCD11Y, [MDCD04Y]",,,,,,,,cont,NA::b,,,,N/A,,missing,,missing,,times/year,,else,,else,,,,,Milk consumption in year,,,,,Drinks or uses milk or flavoured milk - times per year - (D),,,,,,,
MEUCATC,,N/A,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::[ATC_101A, ATC_102A, ATC_103A, ATC_104A, ATC_105A, ATC_106A, ATC_107A, ATC_108A, ATC_109A, ATC_110A, ATC_111A, ATC_112A, ATC_113A, ATC_114A, ATC_115A, ATC_201A, ATC_202A, ATC_203A, ATC_204A, ATC_205A, ATC_206A, ATC_207A, ATC_208A, ATC_209A, ATC_210A, ATC_211A, ATC_212A, ATC_213A, ATC_214A, ATC_215A, ATC_131A, ATC_132A, ATC_133A, ATC_134A, ATC_135A, ATC_231A, ATC_232A, ATC_233A, ATC_234A, ATC_235A], cycle2::[ATC_101A, ATC_102A, ATC_103A, ATC_104A, ATC_105A, ATC_106A, ATC_107A, ATC_108A, ATC_109A, ATC_110A, ATC_111A, ATC_112A, ATC_113A, ATC_114A, ATC_115A, ATC_201A, ATC_202A, ATC_203A, ATC_204A, ATC_205A, ATC_206A, ATC_207A, ATC_208A, ATC_209A, ATC_210A, ATC_211A, ATC_212A, ATC_213A, ATC_214A, ATC_215A, ATC_131A, ATC_132A, ATC_133A, ATC_134A, ATC_135A, ATC_231A, ATC_232A, ATC_233A, ATC_234A, ATC_235A], [MEUCATC]",,,,,,,,cat,copy,,,,N/A,,ATC,,ATC,,N/A,,else,,ATC,,,,,Prescription medication - ATC,,,,,Anatomical Therapeutic Chemical (ATC) classification,,,,,,,
MEUCATC,,N/A,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::[ATC_101A, ATC_102A, ATC_103A, ATC_104A, ATC_105A, ATC_106A, ATC_107A, ATC_108A, ATC_109A, ATC_110A, ATC_111A, ATC_112A, ATC_113A, ATC_114A, ATC_115A, ATC_201A, ATC_202A, ATC_203A, ATC_204A, ATC_205A, ATC_206A, ATC_207A, ATC_208A, ATC_209A, ATC_210A, ATC_211A, ATC_212A, ATC_213A, ATC_214A, ATC_215A, ATC_131A, ATC_132A, ATC_133A, ATC_134A, ATC_135A, ATC_231A, ATC_232A, ATC_233A, ATC_234A, ATC_235A], cycle2::[ATC_101A, ATC_102A, ATC_103A, ATC_104A, ATC_105A, ATC_106A, ATC_107A, ATC_108A, ATC_109A, ATC_110A, ATC_111A, ATC_112A, ATC_113A, ATC_114A, ATC_115A, ATC_201A, ATC_202A, ATC_203A, ATC_204A, ATC_205A, ATC_206A, ATC_207A, ATC_208A, ATC_209A, ATC_210A, ATC_211A, ATC_212A, ATC_213A, ATC_214A, ATC_215A, ATC_131A, ATC_132A, ATC_133A, ATC_134A, ATC_135A, ATC_231A, ATC_232A, ATC_233A, ATC_234A, ATC_235A], [MEUCATC]",,,,,,,,cat,NA::a,,,,N/A,,not applicable,,not applicable,,N/A,,9999996,,Valid skip,,,,,Prescription medication - ATC,,,,,Anatomical Therapeutic Chemical (ATC) classification,,,,,,,
MEUCATC,,N/A,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"cycle1::[ATC_101A, ATC_102A, ATC_103A, ATC_104A, ATC_105A, ATC_106A, ATC_107A, ATC_108A, ATC_109A, ATC_110A, ATC_111A, ATC_112A, ATC_113A, ATC_114A, ATC_115A, ATC_201A, ATC_202A, ATC_203A, ATC_204A, ATC_205A, ATC_206A, ATC_207A, ATC_208A, ATC_209A, ATC_210A, ATC_211A, ATC_212A, ATC_213A, ATC_214A, ATC_215A, ATC_131A, ATC_132A, ATC_133A, ATC_134A, ATC_135A, ATC_231A, ATC_232A, ATC_233A, ATC_234A, ATC_235A], cycle2::[ATC_101A, ATC_102A, ATC_103A, ATC_104A, ATC_105A, ATC_106A, ATC_107A, ATC_108A, ATC_109A, ATC_110A, ATC_111A, ATC_112A, ATC_113A, ATC_114A, ATC_115A, ATC_201A, ATC_202A, ATC_203A, ATC_204A, ATC_205A, ATC_206A, ATC_207A, ATC_208A, ATC_209A, ATC_210A, ATC_211A, ATC_212A, ATC_213A, ATC_214A, ATC_215A, ATC_131A, ATC_132A, ATC_133A, ATC_134A, ATC_135A, ATC_231A, ATC_232A, ATC_233A, ATC_234A, ATC_235A], [MEUCATC]",,,,,,,,cat,NA::b,,,,N/A,,missing,,missing,,N/A,,"[9999997, 9999999]",,Don't know (9999997); Refusal (9999998); Not stated (9999999),,,,,Prescription medication - ATC,,,,,Anatomical Therapeutic Chemical (ATC) classification,,,,,,,
minperweek,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,DerivedVar::[MVPA_min],,,,,,,,N/A,Func::minperday_to_minperweek,,,,N/A,,N/A,,N/A,,minutes/week,,N/A,,Minutes of exercise per week (Acceloremeter Days 1-7),,,,,Minutes of exercise per week (Acceloremeter Days 1-7),,,,,Total moderate-to-vigorous physical activity - Days 1-7 (min/week),,,,,,,Derived from MVPA_min
minperweek,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,DerivedVar::[MVPA_min],,,,,,,,N/A,NA::b,,,,N/A,,missing,,missing,,minutes/week,,N/A,,Minutes of exercise per week (Acceloremeter Days 1-7),,,,,Minutes of exercise per week (Acceloremeter Days 1-7),,,,,Total moderate-to-vigorous physical activity - Days 1-7 (min/week),,,,,,,
MISCmed,,N/A,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[MEUCATC, NPI_25B]",,,,,,,,N/A,Func::is_other_antiHTN_med,,,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,,,,Other antihypertension drugs,,,,,Taking other antihypertension drugs,,,,,,,"Derived from MEUCATC, NPI_25A, and NPI_25B"
MISCmed,,MISCmed_cat2_1,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[MEUCATC, NPI_25B]",,,,,,,,N/A,1,,,,2,,Yes,,Yes,,N/A,,N/A,,Yes,,,,,Other antihypertension drugs,,,,,Taking other antihypertension drugs,,,,,,,
MISCmed,,MISCmed_cat2_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[MEUCATC, NPI_25B]",,,,,,,,N/A,2,,,,2,,No,,No,,N/A,,N/A,,No,,,,,Other antihypertension drugs,,,,,Taking other antihypertension drugs,,,,,,,
MISCmed,,MISCmed_cat2_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[MEUCATC, NPI_25B]",,,,,,,,N/A,NA::b,,,,2,,missing,,missing,,N/A,,N/A,,missing,,,,,Other antihypertension drugs,,,,,Taking other antihypertension drugs,,,,,,,
MVPA150wk,,MVPA150wk_cat3_1,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[minperweek],,,,,,,,cont,1,,,,3,,Yes,,Yes,,N/A,,"[150, 2500)",,Yes,,,,,Exercises 150 min/week (accelerometer Days 1-7) ,,,,,Exercises 150 min/week based on week-long accelerometer data,,,,,,,
MVPA150wk,,MVPA150wk_cat3_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[minperweek],,,,,,,,cont,2,,,,3,,No,,No,,N/A,,"[0, 150)",,No,,,,,Exercises 150 min/week (accelerometer Days 1-7) ,,,,,Exercises 150 min/week based on week-long accelerometer data,,,,,,,
MVPA150wk,,MVPA150wk_cat3_3,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[minperweek],,,,,,,,cont,3,,,,3,,Missing,,Missing,,N/A,,else,,else,,,,,Exercises 150 min/week (accelerometer Days 1-7) ,,,,,Exercises 150 min/week based on week-long accelerometer data,,,,,,,
MVPA_min,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[AMMDMVA1, AMMDMVA2, AMMDMVA3, AMMDMVA4, AMMDMVA5, AMMDMVA6, AMMDMVA7]",,,,,,,,N/A,Func::find_week_accelerometer_average,,,,N/A,,N/A,,N/A,,minutes/day,,N/A,,N/A,,,,,Average minutes of exercise per day (Acceloremeter Days 1-7),,,,,Averaged moderate-to-vigorous physical activity - Days 1-7 (min/day),,,,,,,"Derived from AMMDMVA1, AMMDMVA2, AMMDMVA3, AMMDMVA4, AMMDMVA5, AMMDMVA6, and AMMDMVA7"
MVPA_min,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[AMMDMVA1, AMMDMVA2, AMMDMVA3, AMMDMVA4, AMMDMVA5, AMMDMVA6, AMMDMVA7]",,,,,,,,N/A,NA::b,,,,N/A,,missing,,missing,,minutes/day,,N/A,,N/A,,,,,Average minutes of exercise per day (Acceloremeter Days 1-7),,,,,Averaged moderate-to-vigorous physical activity - Days 1-7 (min/day),,,,,,,
noHSGrad,,noHSGrad_cat2_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[EDUDR04],,,,,,,,cat,1,,,,2,,Yes,,Yes,,N/A,,1,,Yes,,,,,Education status,,,,,Education status wrt high school graduation (yes/no),,,,,,,
noHSGrad,,noHSGrad_cat2_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[EDUDR04],,,,,,,,cat,2,,,,2,,No,,No,,N/A,,"[2, 4]",,No,,,,,Education status,,,,,Education status wrt high school graduation (yes/no),,,,,,,
noHSGrad,,noHSGrad_cat2_NA::a,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[EDUDR04],,,,,,,,cat,NA::a,,,,2,,not applicable,,not applicable,,N/A,,6,,Valid skip,,,,,Education status,,,,,Education status wrt high school graduation (yes/no),,,,,,,
noHSGrad,,noHSGrad_cat2_NA::b,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[EDUDR04],,,,,,,,cat,NA::b,,,,2,,missing,,missing,,N/A,,"[7, 9]",,Don't know (7); Refusal (8); Not stated (9),,,,,Education status,,,,,Education status wrt high school graduation (yes/no),,,,,,,
nonHDL,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[LAB_CHOL, LAB_HDL]",,,,,,,,N/A,,,,,N/A,,N/A,,N/A,,mmol/L,,N/A,,N/A,,,,,non-HDL cholesterol,,,,,non-HDL cholesterol,,,,,,,"Derived from LAB_CHOL and LAB_HDL								"
nonHDL,,N/A,,,cont,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,"DerivedVar::[LAB_CHOL, LAB_HDL]",,,,,,,,N/A,NA::b,,,,N/A,,missing,,missing,,mmol/L,,N/A,,N/A,,,,,non-HDL cholesterol,,,,,non-HDL cholesterol,,,,,,,
NonHDLtodd,,NonHDLtodd_cat2_1,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[nonHDL],,,,,,,,cont,1,,,,2,,No,,No,,N/A,,"[0, 4.3)",,Yes,,,,,High non-HDL cholesterol status,,,,,At or above 4.3 mmol/L of NonHDL,,,,,,,
NonHDLtodd,,NonHDLtodd_cat2_2,,,cat,"cycle1, cycle2, cycle3, cycle4, cycle5, cycle6",,,,,[nonHDL],,,,,,,,cont,2,,,,2,,Yes,,Yes,,N/A,,"[4.3, 99)",,No,,,,,High non-HDL cholesterol status,,,,,At or above 4.3 mmol/L of NonHDL,,,,,,,
